school,school_id,district,district_id,percent_proficient,year
Bridger Elementary School,834,Portland SD 1J,2180,0.6031746031746031,2018-2019
Bridlemile Elementary School,835,Portland SD 1J,2180,0.6829268292682927,2018-2019
Buckman Elementary School,837,Portland SD 1J,2180,0.5641025641025641,2018-2019
Capitol Hill Elementary School,838,Portland SD 1J,2180,0.6625,2018-2019
Chapman Elementary School,839,Portland SD 1J,2180,0.6973684210526315,2018-2019
Chief Joseph Elementary School,840,Portland SD 1J,2180,0.5087719298245614,2018-2019
Cesar Chavez K-8 School,841,Portland SD 1J,2180,0.26,2018-2019
Harrison Park School,842,Portland SD 1J,2180,0.1643835616438356,2018-2019
Creston Elementary School,843,Portland SD 1J,2180,0.5526315789473685,2018-2019
Duniway Elementary School,844,Portland SD 1J,2180,0.7058823529411765,2018-2019
Faubion Elementary School,847,Portland SD 1J,2180,0.21052631578947367,2018-2019
Glencoe Elementary School,850,Portland SD 1J,2180,0.6951219512195121,2018-2019
Grout Elementary School,854,Portland SD 1J,2180,0.48333333333333334,2018-2019
Hayhurst Elementary School,855,Portland SD 1J,2180,0.6702127659574468,2018-2019
Beverly Cleary School,857,Portland SD 1J,2180,0.6805555555555556,2018-2019
Irvington Elementary School,861,Portland SD 1J,2180,0.6428571428571429,2018-2019
James John Elementary School,862,Portland SD 1J,2180,0.4186046511627907,2018-2019
Kelly Elementary School,864,Portland SD 1J,2180,0.23376623376623376,2018-2019
Martin Luther King Jr. School,866,Portland SD 1J,2180,0.09090909090909091,2018-2019
Laurelhurst Elementary School,868,Portland SD 1J,2180,0.68,2018-2019
Lee Elementary School,869,Portland SD 1J,2180,0.2222222222222222,2018-2019
Lent Elementary School,870,Portland SD 1J,2180,0.1111111111111111,2018-2019
Lewis Elementary School,871,Portland SD 1J,2180,0.546875,2018-2019
Llewellyn Elementary School,872,Portland SD 1J,2180,0.7926829268292683,2018-2019
Maplewood Elementary School,873,Portland SD 1J,2180,0.4375,2018-2019
Marysville Elementary School,875,Portland SD 1J,2180,0.25,2018-2019
Peninsula Elementary School,879,Portland SD 1J,2180,0.2727272727272727,2018-2019
Richmond Elementary School,883,Portland SD 1J,2180,0.7788461538461539,2018-2019
Rigler Elementary School,884,Portland SD 1J,2180,0.06666666666666667,2018-2019
Sabin Elementary School,886,Portland SD 1J,2180,0.6197183098591549,2018-2019
Scott Elementary School,887,Portland SD 1J,2180,0.2702702702702703,2018-2019
Sitton Elementary School,889,Portland SD 1J,2180,0.14545454545454545,2018-2019
Skyline Elementary School,890,Portland SD 1J,2180,0.5,2018-2019
Stephenson Elementary School,892,Portland SD 1J,2180,0.8,2018-2019
Sunnyside Environmental School,893,Portland SD 1J,2180,0.39655172413793105,2018-2019
Vernon Elementary School,895,Portland SD 1J,2180,0.5238095238095238,2018-2019
Vestal Elementary School,896,Portland SD 1J,2180,0.6428571428571429,2018-2019
Whitman Elementary School,900,Portland SD 1J,2180,0.375,2018-2019
Woodlawn Elementary School,902,Portland SD 1J,2180,0.4666666666666667,2018-2019
Woodmere Elementary School,903,Portland SD 1J,2180,0.2127659574468085,2018-2019
Woodstock Elementary School,904,Portland SD 1J,2180,0.6962025316455697,2018-2019
Metropolitan Learning Center,916,Portland SD 1J,2180,0.42857142857142855,2018-2019
Prescott Elementary School,925,Parkrose SD 3,2181,0.19642857142857142,2018-2019
Russell Elementary,926,Parkrose SD 3,2181,0.4,2018-2019
Sacramento Elementary School,927,Parkrose SD 3,2181,0.125,2018-2019
Shaver Elementary School,928,Parkrose SD 3,2181,0.3902439024390244,2018-2019
East Gresham Elementary School,933,Gresham-Barlow SD 10J,2183,0.26229508196721313,2018-2019
Highland Elementary School,935,Gresham-Barlow SD 10J,2183,0.2261904761904762,2018-2019
Hall Elementary School,936,Gresham-Barlow SD 10J,2183,0.14285714285714285,2018-2019
Hollydale Elementary School,937,Gresham-Barlow SD 10J,2183,0.29333333333333333,2018-2019
North Gresham Elementary School,938,Gresham-Barlow SD 10J,2183,0.25925925925925924,2018-2019
Powell Valley Elementary School,939,Gresham-Barlow SD 10J,2183,0.3333333333333333,2018-2019
West Gresham Elementary School,940,Gresham-Barlow SD 10J,2183,0.45098039215686275,2018-2019
East Orient Elementary School,941,Gresham-Barlow SD 10J,2183,0.6666666666666666,2018-2019
Fairview Elementary School,945,Reynolds SD 7,2182,0.39622641509433965,2018-2019
Glenfair Elementary School,946,Reynolds SD 7,2182,0.26865671641791045,2018-2019
Hartley Elementary School,947,Reynolds SD 7,2182,0.29577464788732394,2018-2019
Margaret Scott Elementary School,948,Reynolds SD 7,2182,0.2463768115942029,2018-2019
Davis Elementary School,949,Reynolds SD 7,2182,0.3064516129032258,2018-2019
Sweetbriar Elementary School,950,Reynolds SD 7,2182,0.5,2018-2019
Troutdale Elementary School,951,Reynolds SD 7,2182,0.38271604938271603,2018-2019
Wilkes Elementary School,952,Reynolds SD 7,2182,0.2777777777777778,2018-2019
Sauvie Island School,958,Scappoose SD 1J,1944,0.6666666666666666,2018-2019
Meadows Elementary,959,Centennial SD 28J,2185,0.19047619047619047,2018-2019
Oliver Elementary School,962,Centennial SD 28J,2185,0.2619047619047619,2018-2019
Parklane Elementary School,963,Centennial SD 28J,2185,0.23076923076923078,2018-2019
Patrick Lynch Elementary,964,Centennial SD 28J,2185,0.3018867924528302,2018-2019
Powell Butte Elementary School,965,Centennial SD 28J,2185,0.37662337662337664,2018-2019
Pleasant Valley Elementary School,966,Centennial SD 28J,2185,0.4067796610169492,2018-2019
Cherry Park Elementary School,972,David Douglas SD 40,2187,0.6666666666666666,2018-2019
Gilbert Heights Elementary School,973,David Douglas SD 40,2187,0.42857142857142855,2018-2019
Gilbert Park Elementary School,974,David Douglas SD 40,2187,0.23255813953488372,2018-2019
Lincoln Park Elementary School,975,David Douglas SD 40,2187,0.37962962962962965,2018-2019
Menlo Park Elementary School,976,David Douglas SD 40,2187,0.35443037974683544,2018-2019
Mill Park Elementary School,977,David Douglas SD 40,2187,0.13513513513513514,2018-2019
Ventura Park Elementary School,978,David Douglas SD 40,2187,0.39705882352941174,2018-2019
West Powellhurst Elementary School,979,David Douglas SD 40,2187,0.29577464788732394,2018-2019
Riverdale Grade School,985,Riverdale SD 51J,2188,0.7777777777777778,2018-2019
Lyle Elementary School,989,Dallas SD 2,2190,0.3163265306122449,2018-2019
Oakdale Heights Elementary School,990,Dallas SD 2,2190,0.27722772277227725,2018-2019
Monmouth Elementary School,999,Central SD 13J,2191,0.4883720930232558,2018-2019
Sherman County School,1010,Sherman County SD,2195,0.5454545454545454,2018-2019
South Prairie Elementary School,1014,Tillamook SD 9,2197,0.33548387096774196,2018-2019
Nestucca Valley Elementary,1019,Nestucca Valley SD 101J,2199,0.42105263157894735,2018-2019
Garibaldi Elementary School,1020,Neah-Kah-Nie SD 56,2198,0.34615384615384615,2018-2019
Nehalem Elementary School,1021,Neah-Kah-Nie SD 56,2198,0.32142857142857145,2018-2019
Pilot Rock Elementary School,1027,Pilot Rock SD 2,2202,0.45,2018-2019
McNary Heights Elementary School,1032,Umatilla SD 6R,2204,0.33,2018-2019
Highland Hills Elementary School,1034,Hermiston SD 8,2206,0.5684210526315789,2018-2019
Rocky Heights Elementary School,1036,Hermiston SD 8,2206,0.4634146341463415,2018-2019
Sunset Elementary School,1037,Hermiston SD 8,2206,0.43333333333333335,2018-2019
West Park Elementary School,1038,Hermiston SD 8,2206,0.5595238095238095,2018-2019
McKay Creek Elementary School,1047,Pendleton SD 16,2207,0.4406779661016949,2018-2019
Sherwood Heights Elementary School,1048,Pendleton SD 16,2207,0.4782608695652174,2018-2019
Washington Elementary School,1049,Pendleton SD 16,2207,0.49411764705882355,2018-2019
Athena Elementary School,1053,Athena-Weston SD 29RJ,2208,0.43902439024390244,2018-2019
Stanfield Elementary School,1060,Stanfield SD 61,2209,0.34615384615384615,2018-2019
Central Elementary School,1066,La Grande SD 1,2212,0.5882352941176471,2018-2019
Greenwood Elementary School,1068,La Grande SD 1,2212,0.5208333333333334,2018-2019
Island City Elementary School,1069,La Grande SD 1,2212,0.5961538461538461,2018-2019
Union Elementary School,1074,Union SD 5,2213,0.47058823529411764,2018-2019
Imbler Charter School,1079,Imbler SD 11,2215,0.6296296296296297,2018-2019
Stella Mayfield Elementary School,1082,Elgin SD 23,2217,0.37037037037037035,2018-2019
Joseph Charter School,1087,Joseph SD 6,2219,0.7058823529411765,2018-2019
Wallowa Elementary School,1088,Wallowa SD 12,2220,0.5454545454545454,2018-2019
Enterprise Elementary School,1090,Enterprise SD 21,2221,0.5238095238095238,2018-2019
Chenowith Elementary School,1093,North Wasco County SD 21,4131,0.13432835820895522,2018-2019
Mosier Community School,1095,North Wasco County SD 21,4131,0.5238095238095238,2018-2019
Colonel Wright Elementary School,1097,North Wasco County SD 21,4131,0.37777777777777777,2018-2019
Dry Hollow Elementary School,1098,North Wasco County SD 21,4131,0.43023255813953487,2018-2019
Maupin Elementary School,1108,South Wasco County SD 1,2225,0.5714285714285714,2018-2019
Lenox Elementary School,1110,Hillsboro SD 1J,2239,0.5625,2018-2019
West Union Elementary School,1111,Hillsboro SD 1J,2239,0.37735849056603776,2018-2019
Brookwood Elementary School,1112,Hillsboro SD 1J,2239,0.375,2018-2019
W Verne McKinney Elementary School,1114,Hillsboro SD 1J,2239,0.3235294117647059,2018-2019
Eastwood Elementary School,1115,Hillsboro SD 1J,2239,0.21153846153846154,2018-2019
Minter Bridge Elementary School,1116,Hillsboro SD 1J,2239,0.22807017543859648,2018-2019
Mooberry Elementary School,1117,Hillsboro SD 1J,2239,0.32142857142857145,2018-2019
W L Henry Elementary School,1119,Hillsboro SD 1J,2239,0.3111111111111111,2018-2019
Banks Elementary School,1120,Banks SD 13,2240,0.38961038961038963,2018-2019
Cornelius Elementary School,1128,Forest Grove SD 15,2241,0.08450704225352113,2018-2019
Dilley Elementary School,1129,Forest Grove SD 15,2241,0.6595744680851063,2018-2019
Echo Shaw Elementary School,1130,Forest Grove SD 15,2241,0.4461538461538462,2018-2019
Harvey Clarke Elementary School,1132,Forest Grove SD 15,2241,0.6631578947368421,2018-2019
Joseph Gale Elementary School,1133,Forest Grove SD 15,2241,0.313953488372093,2018-2019
Bridgeport Elementary School,1135,Tigard-Tualatin SD 23J,2242,0.4430379746835443,2018-2019
Charles F Tigard Elementary School,1136,Tigard-Tualatin SD 23J,2242,0.5066666666666667,2018-2019
Mary Woodward Elementary School,1137,Tigard-Tualatin SD 23J,2242,0.7524752475247525,2018-2019
Durham Elementary School,1138,Tigard-Tualatin SD 23J,2242,0.7222222222222222,2018-2019
James Templeton Elementary School,1139,Tigard-Tualatin SD 23J,2242,0.4845360824742268,2018-2019
Metzger Elementary School,1140,Tigard-Tualatin SD 23J,2242,0.28703703703703703,2018-2019
Edward Byrom Elementary School,1142,Tigard-Tualatin SD 23J,2242,0.7241379310344828,2018-2019
Tualatin Elementary School,1143,Tigard-Tualatin SD 23J,2242,0.49382716049382713,2018-2019
Butternut Creek Elementary School,1147,Hillsboro SD 1J,2239,0.3333333333333333,2018-2019
Indian Hills Elementary School,1148,Hillsboro SD 1J,2239,0.4657534246575342,2018-2019
Reedville Elementary School,1149,Hillsboro SD 1J,2239,0.1875,2018-2019
Ladd Acres Elementary School,1150,Hillsboro SD 1J,2239,0.6962025316455697,2018-2019
Witch Hazel Elementary School,1151,Hillsboro SD 1J,2239,0.2676056338028169,2018-2019
Groner K-8,1152,Hillsboro SD 1J,2239,0.3888888888888889,2018-2019
Aloha-Huber Park School,1153,Beaverton SD 48J,2243,0.4434782608695652,2018-2019
Barnes Elementary School,1154,Beaverton SD 48J,2243,0.22093023255813954,2018-2019
Beaver Acres Elementary School,1155,Beaverton SD 48J,2243,0.43636363636363634,2018-2019
Bethany Elementary School,1156,Beaverton SD 48J,2243,0.8478260869565217,2018-2019
Greenway Elementary School,1157,Beaverton SD 48J,2243,0.32727272727272727,2018-2019
Cedar Mill Elementary School,1158,Beaverton SD 48J,2243,0.7027027027027027,2018-2019
Chehalem Elementary School,1159,Beaverton SD 48J,2243,0.4574468085106383,2018-2019
Cooper Mountain Elementary School,1160,Beaverton SD 48J,2243,0.6933333333333334,2018-2019
Errol Hassell Elementary School,1161,Beaverton SD 48J,2243,0.676923076923077,2018-2019
Elmonica Elementary School,1162,Beaverton SD 48J,2243,0.5546875,2018-2019
Fir Grove Elementary School,1163,Beaverton SD 48J,2243,0.5230769230769231,2018-2019
Hazeldale Elementary School,1164,Beaverton SD 48J,2243,0.569620253164557,2018-2019
Hiteon Elementary School,1165,Beaverton SD 48J,2243,0.6893203883495146,2018-2019
Kinnaman Elementary School,1166,Beaverton SD 48J,2243,0.4673913043478261,2018-2019
McKay Elementary School,1168,Beaverton SD 48J,2243,0.37037037037037035,2018-2019
McKinley Elementary School,1169,Beaverton SD 48J,2243,0.45,2018-2019
Montclair Elementary School,1170,Beaverton SD 48J,2243,0.7931034482758621,2018-2019
Oak Hills Elementary School,1171,Beaverton SD 48J,2243,0.7391304347826086,2018-2019
Raleigh Hills Elementary School,1172,Beaverton SD 48J,2243,0.6111111111111112,2018-2019
Raleigh Park Elementary School,1173,Beaverton SD 48J,2243,0.6290322580645161,2018-2019
Ridgewood Elementary School,1174,Beaverton SD 48J,2243,0.6792452830188679,2018-2019
Rock Creek Elementary School,1175,Beaverton SD 48J,2243,0.7171717171717171,2018-2019
Terra Linda Elementary School,1176,Beaverton SD 48J,2243,0.6451612903225806,2018-2019
Vose Elementary School,1177,Beaverton SD 48J,2243,0.504950495049505,2018-2019
West Tualatin View Elementary School,1178,Beaverton SD 48J,2243,0.7547169811320755,2018-2019
William Walker Elementary School,1179,Beaverton SD 48J,2243,0.27848101265822783,2018-2019
Farmington View Elementary School,1189,Hillsboro SD 1J,2239,0.5348837209302325,2018-2019
North Plains Elementary School,1190,Hillsboro SD 1J,2239,0.6470588235294118,2018-2019
J Clyde Hopkins Elementary School,1191,Sherwood SD 88J,2244,0.5466666666666666,2018-2019
Gaston Elementary School,1194,Gaston SD 511J,2245,0.22727272727272727,2018-2019
Fossil Charter School,1205,Fossil SD 21J,2248,0.2857142857142857,2018-2019
Amity Elementary School,1208,Amity SD 4J,2252,0.5217391304347826,2018-2019
Dayton Grade School,1211,Dayton SD 8,2253,0.4696969696969697,2018-2019
Yamhill Carlton Elementary School,1213,Yamhill Carlton SD 1,2251,0.5333333333333333,2018-2019
Dundee Elementary School,1216,Newberg SD 29J,2254,0.43902439024390244,2018-2019
Edwards Elementary School,1217,Newberg SD 29J,2254,0.42045454545454547,2018-2019
Ewing Young Elementary School,1218,Newberg SD 29J,2254,0.7435897435897436,2018-2019
Mabel Rush Elementary School,1219,Newberg SD 29J,2254,0.68,2018-2019
Willamina Elementary School,1224,Willamina SD 30J,2255,0.1694915254237288,2018-2019
Columbus Elementary School,1228,McMinnville SD 40,2256,0.5254237288135594,2018-2019
Memorial Elementary School,1230,McMinnville SD 40,2256,0.696078431372549,2018-2019
Newby Elementary School,1231,McMinnville SD 40,2256,0.6976744186046512,2018-2019
Wascher Elementary School,1232,McMinnville SD 40,2256,0.7352941176470589,2018-2019
Faulconer-Chapman School,1235,Sheridan SD 48J,2257,0.3695652173913043,2018-2019
Charlemagne French Immersion Elementary School,1240,Eugene SD 4J,2082,0.7796610169491526,2018-2019
Buena Vista Elementary School,1241,Eugene SD 4J,2082,0.5324675324675324,2018-2019
Corridor Elementary School,1242,Eugene SD 4J,2082,0.25925925925925924,2018-2019
Chapman Hill Elementary School,1244,Salem-Keizer SD 24J,2142,0.5254237288135594,2018-2019
Yujin Gakuen Elementary School,1259,Eugene SD 4J,2082,0.7058823529411765,2018-2019
Mount Scott Elementary School,1264,North Clackamas SD 12,1924,0.5892857142857143,2018-2019
Three Rivers Elementary School,1266,Bend-LaPine Administrative SD 1,1976,0.6976744186046512,2018-2019
Lincoln Elementary School,1267,Woodburn SD 103,2146,0.18269230769230768,2018-2019
Sexton Mountain Elementary School,1270,Beaverton SD 48J,2243,0.6777777777777778,2018-2019
Boeckman Creek Primary School,1272,West Linn-Wilsonville SD 3J,1922,0.5432098765432098,2018-2019
Markham Elementary School,1278,Portland SD 1J,2180,0.7142857142857143,2018-2019
Jackson Elementary School,1285,Hillsboro SD 1J,2239,0.5866666666666667,2018-2019
Willamette Primary School,1286,West Linn-Wilsonville SD 3J,1922,0.8064516129032258,2018-2019
Oak Creek Elementary School,1288,Lake Oswego SD 7J,1923,0.6808510638297872,2018-2019
North Lake School,1289,North Lake SD 14,2061,0.14285714285714285,2018-2019
Territorial Elementary School,1297,Junction City SD 69,2091,0.7727272727272727,2018-2019
Rieke Elementary School,1299,Portland SD 1J,2180,0.7543859649122807,2018-2019
Tobias Elementary School,1302,Hillsboro SD 1J,2239,0.4222222222222222,2018-2019
Nancy Ryles Elementary School,1303,Beaverton SD 48J,2243,0.7032967032967034,2018-2019
Cecile Trost Elementary School,1307,Canby SD 86,1929,0.24074074074074073,2018-2019
Elk Meadow Elementary School,1308,Bend-LaPine Administrative SD 1,1976,0.6551724137931034,2018-2019
Central Linn Elementary School,1311,Central Linn SD 552,2105,0.5945945945945946,2018-2019
Kelly Creek Elementary School,1313,Gresham-Barlow SD 10J,2183,0.5875,2018-2019
Lava Ridge Elementary School,1317,Bend-LaPine Administrative SD 1,1976,0.7473684210526316,2018-2019
Monroe Grade School,1321,Monroe SD 1J,1898,0.3103448275862069,2018-2019
Franklin School,1322,Corvallis SD 509J,1901,0.6666666666666666,2018-2019
Amity Creek Elementary School,1324,Bend-LaPine Administrative SD 1,1976,0.5185185185185185,2018-2019
Vern Patrick Elementary School,1325,Redmond SD 2J,1977,0.4262295081967213,2018-2019
Archer Glen Elementary School,1334,Sherwood SD 88J,2244,0.8301886792452831,2018-2019
Antonia Crater Elementary School,1335,Newberg SD 29J,2254,0.6923076923076923,2018-2019
Family School,1339,Eugene SD 4J,2082,0.4827586206896552,2018-2019
Abraham Lincoln Elementary,1350,Medford SD 549C,2048,0.6265060240963856,2018-2019
Parkside Elementary,1351,Grants Pass SD 7,2054,0.47761194029850745,2018-2019
Riverbend Elementary School,1352,Springfield SD 19,2083,0.45,2018-2019
Heritage Elementary,1359,Woodburn SD 103,2146,0.25384615384615383,2018-2019
Winterhaven School,1364,Portland SD 1J,2180,0.36363636363636365,2018-2019
Woodland Elementary,1365,Reynolds SD 7,2182,0.23214285714285715,2018-2019
Deer Creek Elementary School,1369,Tigard-Tualatin SD 23J,2242,0.3625,2018-2019
Findley Elementary,1370,Beaverton SD 48J,2243,0.9491525423728814,2018-2019
Edgewood Community Elementary School,1774,Eugene SD 4J,2082,0.5862068965517241,2018-2019
Meadow View School,2264,Bethel SD 52,2088,0.4189189189189189,2018-2019
Forest Park Elementary School,2413,Portland SD 1J,2180,0.6964285714285714,2018-2019
Sojourner School,2733,North Clackamas SD 12,1924,0.7407407407407407,2018-2019
Scholls Heights Elementary School,2781,Beaverton SD 48J,2243,0.8275862068965517,2018-2019
Grandhaven Elementary School,2784,McMinnville SD 40,2256,0.6911764705882353,2018-2019
Paul L Patterson Elementary School,3159,Hillsboro SD 1J,2239,0.5689655172413793,2018-2019
Orenco Elementary School,3160,Hillsboro SD 1J,2239,0.6344086021505376,2018-2019
Spring Mountain Elementary School,3198,North Clackamas SD 12,1924,0.7444444444444445,2018-2019
Miller Elementary School,3215,Salem-Keizer SD 24J,2142,0.22535211267605634,2018-2019
High Lakes Elementary School,3218,Bend-LaPine Administrative SD 1,1976,0.831858407079646,2018-2019
Highland School at Kenwood Elementary School,3219,Bend-LaPine Administrative SD 1,1976,0.8412698412698413,2018-2019
Westside Village Magnet School at Kingston Elementary School,3221,Bend-LaPine Administrative SD 1,1976,0.5294117647058824,2018-2019
Middleton Elementary School,3222,Sherwood SD 88J,2244,0.7835051546391752,2018-2019
Village School,3229,Eugene SD 4J,2082,0.2857142857142857,2018-2019
Ridgeline Montessori,3233,Eugene SD 4J,2082,0.5,2018-2019
Oak Grove Elementary,3342,North Clackamas SD 12,1924,0.3793103448275862,2018-2019
Days Creek Charter School,3348,Douglas County SD 15,1993,0.21428571428571427,2018-2019
Prospect Charter School,3356,Prospect SD 59,2045,0.2,2018-2019
Eddyville Charter School,3361,Lincoln County SD,2097,0.15789473684210525,2018-2019
North Powder Charter School,3365,North Powder SD 8J,2214,0.2777777777777778,2018-2019
Weddle Elementary School,3374,Salem-Keizer SD 24J,2142,0.1506849315068493,2018-2019
Lamb Elementary School,3375,Salem-Keizer SD 24J,2142,0.24096385542168675,2018-2019
Hammond Elementary School,3376,Salem-Keizer SD 24J,2142,0.4588235294117647,2018-2019
Hallman Elementary School,3377,Salem-Keizer SD 24J,2142,0.2077922077922078,2018-2019
Perrydale School,3378,Perrydale SD 21,2192,0.36,2018-2019
Triangle Lake Charter School,3401,Blachly SD 90,2095,0.4117647058823529,2018-2019
Dufur School,3402,Dufur SD 29,2229,0.5454545454545454,2018-2019
Desert View Elementary School,3426,Hermiston SD 8,2206,0.5894736842105263,2018-2019
Echo School,3433,Echo SD 5,2203,0.68,2018-2019
Cove Charter School,3434,Cove SD 15,2216,0.7222222222222222,2018-2019
Kings Valley Charter School,3440,Philomath SD 17J,1900,0.17647058823529413,2018-2019
Opal School of the Portland Children's Museum,3451,Portland SD 1J,2180,0.2857142857142857,2018-2019
Bolton Primary School,3455,West Linn-Wilsonville SD 3J,1922,0.6721311475409836,2018-2019
Luckiamute Valley Charter School,3461,Dallas SD 2,2190,0.2857142857142857,2018-2019
Ash Creek Elementary School,3464,Central SD 13J,2191,0.410958904109589,2018-2019
Multnomah Learning Academy,3490,Reynolds SD 7,2182,0.4666666666666667,2018-2019
Riverview School,3503,Lebanon Community SD 9,2101,0.421875,2018-2019
Pioneer School,3504,Lebanon Community SD 9,2101,0.5581395348837209,2018-2019
Sand Ridge Charter School,3505,Lebanon Community SD 9,2101,0.7631578947368421,2018-2019
Earl Boyles Elementary,3525,David Douglas SD 40,2187,0.46511627906976744,2018-2019
Lee Elementary School,3526,Salem-Keizer SD 24J,2142,0.55,2018-2019
Optimum Learning Environment Charter School,3528,Salem-Keizer SD 24J,2142,0.48,2018-2019
Forest Ridge Elementary School,3529,Salem-Keizer SD 24J,2142,0.43243243243243246,2018-2019
Imlay Elementary School,3536,Hillsboro SD 1J,2239,0.546875,2018-2019
Hogan Cedars Elementary School,3543,Gresham-Barlow SD 10J,2183,0.4342105263157895,2018-2019
Prairie Mountain School,3567,Bethel SD 52,2088,0.4626865671641791,2018-2019
Lewis & Clark Elementary School,3569,St Helens SD 502,1948,0.2571428571428571,2018-2019
Multi-sensory Instruction Teaching Children Hands-On (MITCH),3579,Tigard-Tualatin SD 23J,2242,0.6216216216216216,2018-2019
Arthur Academy,3580,David Douglas SD 40,2187,0.5384615384615384,2018-2019
Lighthouse Charter School,3615,Coos Bay SD 9,1965,0.48,2018-2019
Trillium,3616,Portland SD 1J,2180,0.2857142857142857,2018-2019
Brockway Elementary School,3624,Winston-Dillard SD 116,2002,0.20652173913043478,2018-2019
Butler Creek Elementary School,3649,Centennial SD 28J,2185,0.45121951219512196,2018-2019
Boones Ferry Primary School,3913,West Linn-Wilsonville SD 3J,1922,0.5648148148148148,2018-2019
Pine Ridge Elementary,3947,Bend-LaPine Administrative SD 1,1976,0.6875,2018-2019
Fern Hill Elementary School,3986,Forest Grove SD 15,2241,0.30434782608695654,2018-2019
Salish Ponds Elementary School,3989,Reynolds SD 7,2182,0.1111111111111111,2018-2019
Emerson School,3991,Portland SD 1J,2180,0.5217391304347826,2018-2019
El Puente,4005,North Clackamas SD 12,1924,0.36,2018-2019
Eagle Rock Elementary School,4020,Eagle Point SD 9,2043,0.4489795918367347,2018-2019
Coquille Valley Elementary,4025,Coquille SD 8,1964,0.5394736842105263,2018-2019
Siletz Valley Schools,4038,Lincoln County SD,2097,0.18181818181818182,2018-2019
Four Rivers Community School,4040,Oregon Department of Education,2336,0.38461538461538464,2018-2019
Harritt Elementary School,4068,Salem-Keizer SD 24J,2142,0.4189189189189189,2018-2019
Ensworth Elementary School,4129,Bend-LaPine Administrative SD 1,1976,0.5714285714285714,2018-2019
Cesar Chavez Elementary School,4146,Eugene SD 4J,2082,0.3492063492063492,2018-2019
Holt Elementary School,4157,Eugene SD 4J,2082,0.39473684210526316,2018-2019
City View Charter School,4206,Hillsboro SD 1J,2239,0.5416666666666666,2018-2019
Reynolds Arthur Academy,4216,Reynolds SD 7,2182,0.5517241379310345,2018-2019
Sherwood Charter School,4220,Sherwood SD 88J,2244,0.68,2018-2019
South Columbia Family School,4221,Scappoose SD 1J,1944,0.3,2018-2019
Clackamas Web Academy,4223,North Clackamas SD 12,1924,0.2,2018-2019
Woodburn Arthur Academy,4230,Woodburn SD 103,2146,0.2,2018-2019
Joan Austin Elementary School,4342,Newberg SD 29J,2254,0.47058823529411764,2018-2019
Alberta Rider Elementary School,4364,Tigard-Tualatin SD 23J,2242,0.6595744680851063,2018-2019
Valley Inquiry Charter School,4390,Salem-Keizer SD 24J,2142,0.5185185185185185,2018-2019
Oregon Connections Academy,4399,Santiam Canyon SD 129J,2104,0.4351851851851852,2018-2019
Portland Arthur Academy Charter School,4400,Portland SD 1J,2180,0.42857142857142855,2018-2019
Tom McCall Elementary School,4429,Redmond SD 2J,1977,0.6190476190476191,2018-2019
Philander Lee Elementary School,4435,Canby SD 86,1929,0.4189189189189189,2018-2019
Cascade Heights Public Charter School,4475,North Clackamas SD 12,1924,0.5384615384615384,2018-2019
John Muir Elementary School,4476,Ashland SD 5,2041,0.18181818181818182,2018-2019
Springwater Environmental Sciences School,4480,Oregon City SD 62,1928,0.625,2018-2019
Sweet Home Charter School,4484,Sweet Home SD 55,2102,0.5454545454545454,2018-2019
Portland Village School,4534,Portland SD 1J,2180,0.5641025641025641,2018-2019
Academy for Character Education,4555,South Lane SD 45J3,2087,0.5714285714285714,2018-2019
Alliance Charter Academy,4585,Oregon City SD 62,1928,0.5333333333333333,2018-2019
Corbett School,4592,Corbett SD 39,2186,0.41836734693877553,2018-2019
Madrone Trail Public Charter School,4593,Medford SD 549C,2048,0.25,2018-2019
Forest Grove Community School,4595,Forest Grove SD 15,2241,0.5454545454545454,2018-2019
Gresham Arthur Academy,4601,Gresham-Barlow SD 10J,2183,0.6896551724137931,2018-2019
St Helens Arthur Academy,4602,St Helens SD 502,1948,0.5517241379310345,2018-2019
The Cottonwood School of Civics and Science,4604,Oregon Department of Education,2336,0.2916666666666667,2018-2019
Inavale Community Partners dba Muddy Creek Charter School,4637,Corvallis SD 509J,1901,0.8235294117647058,2018-2019
Sue Buel Elementary,4639,McMinnville SD 40,2256,0.44285714285714284,2018-2019
Creative Science School,4640,Portland SD 1J,2180,0.375,2018-2019
Free Orchards Elementary School,4641,Hillsboro SD 1J,2239,0.40425531914893614,2018-2019
Lincoln Street Elementary School,4642,Hillsboro SD 1J,2239,0.20967741935483872,2018-2019
Quatama Elementary School,4643,Hillsboro SD 1J,2239,0.684931506849315,2018-2019
Ponderosa Elementary,4646,Bend-LaPine Administrative SD 1,1976,0.4948453608247423,2018-2019
Summit Learning Charter,4670,Estacada SD 108,1930,0.375,2018-2019
Bonny Slope Elementary School,4671,Beaverton SD 48J,2243,0.7767857142857143,2018-2019
William E Miller Elementary,4680,Bend-LaPine Administrative SD 1,1976,0.8264462809917356,2018-2019
Oregon Virtual Academy,4690,North Bend SD 13,1966,0.31521739130434784,2018-2019
Silvies River Charter School,4702,Frenchglen SD 16,2020,0.25925925925925924,2018-2019
Rosedale Elementary School,4703,Hillsboro SD 1J,2239,0.44642857142857145,2018-2019
Springville K-8 School,4712,Beaverton SD 48J,2243,0.8446601941747572,2018-2019
Scouters Mountain Elementary,4713,North Clackamas SD 12,1924,0.5684210526315789,2018-2019
